datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,sunrise_encoded,sunset_encoded
2014-01-01,51.0,44.1,47.1,42.8,85.1,0.072,100.0,16.67,0.0,0.0,40.5,18.0,176.2,1006.2,97.4,15.4,15.8,1.5,1,0.0,1388565850.0,1388595862.0
2014-01-02,51.9,47.3,49.8,44.3,81.6,0.085,100.0,20.83,0.0,0.0,37.4,18.1,196.6,1001.7,77.3,15.1,45.9,3.9,2,0.03,1388652247.0,1388682322.0
2014-01-03,56.1,47.3,51.9,44.6,76.5,0.006,100.0,4.17,0.0,0.0,39.8,18.1,198.1,1006.0,75.0,12.7,41.7,3.6,2,0.07,1388738641.0,1388768785.0
2014-01-04,54.3,45.6,48.5,42.7,80.5,0.026,100.0,8.33,0.0,0.0,28.4,13.3,178.0,1001.5,85.7,13.4,32.2,2.8,1,0.1,1388825032.0,1388855249.0
2014-01-05,48.0,40.2,44.5,39.5,82.8,0.05,100.0,12.5,0.0,0.0,32.6,14.2,187.9,1007.5,83.6,14.9,38.7,3.4,2,0.14,1388911419.0,1388941716.0
2014-01-06,55.7,47.2,53.2,48.3,83.6,0.014,100.0,29.17,0.0,0.0,37.0,16.9,190.0,1006.7,96.6,15.0,35.0,3.0,2,0.17,1388997804.0,1389028186.0
2014-01-07,55.7,49.5,52.1,47.0,83.0,0.001,100.0,4.17,0.0,0.0,25.3,13.3,185.9,1013.3,90.5,14.9,22.8,2.0,1,0.2,1389084186.0,1389114657.0
2014-01-08,56.7,46.9,52.0,47.6,85.0,0.017,100.0,16.67,0.0,0.0,20.7,10.8,179.6,1017.9,77.4,14.1,37.3,3.3,2,0.25,1389170565.0,1389201130.0
2014-01-09,52.7,44.5,50.6,44.5,79.6,0.008,100.0,4.17,0.0,0.0,31.3,15.4,211.6,1013.5,88.0,15.5,15.9,1.5,1,0.27,1389256941.0,1389287605.0
2014-01-10,44.6,40.2,42.6,39.9,90.2,0.0,0.0,0.0,0.0,0.0,14.0,7.0,181.0,1019.0,84.3,9.9,23.8,2.1,1,0.31,1389343314.0,1389374082.0
2014-01-11,47.6,38.6,43.5,41.7,93.3,0.015,100.0,20.83,0.0,0.0,15.1,6.5,266.0,1020.2,73.0,4.6,50.9,4.4,3,0.34,1389429684.0,1389460560.0
2014-01-12,43.7,36.0,39.7,38.9,96.9,0.0,0.0,0.0,0.0,0.0,18.7,9.2,123.2,1021.1,93.9,2.5,23.7,2.1,1,0.37,1389516051.0,1389547041.0
2014-01-13,50.3,43.0,46.0,42.6,88.2,0.024,100.0,4.17,0.0,0.0,20.8,8.7,186.9,1012.2,75.4,11.6,53.4,4.6,2,0.41,1389602416.0,1389633522.0
2014-01-14,46.3,37.5,42.3,36.8,81.2,0.012,100.0,20.83,0.0,0.0,25.7,12.0,223.0,1007.2,66.2,13.8,48.8,4.2,3,0.44,1389688777.0,1389720006.0
2014-01-15,47.5,37.3,42.4,40.7,93.6,0.085,100.0,41.67,0.0,0.0,24.8,11.5,174.3,1007.9,97.6,8.6,8.9,0.8,1,0.47,1389775136.0,1389806490.0
2014-01-16,49.2,46.3,47.3,44.2,89.0,0.097,100.0,37.5,0.0,0.0,28.5,14.2,184.6,999.5,96.2,13.8,38.4,3.4,2,0.5,1389861493.0,1389892977.0
2014-01-17,52.5,43.1,46.5,39.7,77.3,0.026,100.0,8.33,0.0,0.0,34.9,15.3,178.5,999.1,78.5,16.7,50.2,4.1,3,0.54,1389947846.0,1389979464.0
2014-01-18,51.5,38.7,44.4,37.4,76.9,0.0,0.0,0.0,0.0,0.0,14.8,8.3,129.9,996.5,87.2,14.8,61.6,5.4,3,0.58,1390034197.0,1390065953.0
2014-01-19,48.8,43.7,45.4,41.1,85.3,0.052,100.0,12.5,0.0,0.0,11.3,5.7,210.4,997.3,93.6,10.9,42.6,3.7,2,0.61,1390120546.0,1390152442.0
2014-01-20,45.5,41.5,43.8,38.6,81.9,0.027,100.0,12.5,0.0,0.0,14.6,7.5,312.2,1007.6,95.0,11.9,50.1,4.4,2,0.64,1390206892.0,1390238933.0
2014-01-21,40.1,35.3,37.5,35.3,91.6,0.0,0.0,0.0,0.0,0.0,19.1,10.3,196.4,1014.4,84.0,8.3,31.1,2.7,1,0.68,1390293235.0,1390325425.0
2014-01-22,40.4,34.3,37.8,34.8,89.0,0.053,100.0,25.0,0.0,0.0,19.0,10.0,146.7,1011.9,96.3,8.9,33.4,2.8,2,0.71,1390379576.0,1390411918.0
2014-01-23,47.6,40.1,43.4,40.3,89.3,0.067,100.0,33.33,0.0,0.0,25.9,12.0,245.6,1015.4,93.5,10.0,48.8,4.4,3,0.75,1390465914.0,1390498411.0
2014-01-24,45.5,40.3,42.5,37.6,82.7,0.0,0.0,0.0,0.0,0.0,16.6,7.7,185.5,1016.9,94.8,16.2,21.7,2.0,1,0.75,1390552251.0,1390584905.0
2014-01-25,49.7,37.8,41.9,38.5,87.9,0.034,100.0,25.0,0.0,0.0,33.3,12.1,186.6,1017.6,97.3,10.6,21.7,2.0,1,0.81,1390638585.0,1390671400.0
2014-01-26,50.2,39.9,44.7,39.6,82.9,0.166,100.0,29.17,0.0,0.0,33.8,17.1,221.9,1009.7,80.3,12.1,19.4,1.7,1,0.85,1390724916.0,1390757896.0
2014-01-27,45.9,38.1,41.2,34.4,76.8,0.013,100.0,12.5,0.0,0.0,35.3,14.9,223.2,998.8,77.6,24.3,49.2,4.2,2,0.88,1390811246.0,1390844393.0
2014-01-28,44.5,36.9,40.9,37.1,86.3,0.025,100.0,12.5,0.0,0.0,27.1,12.0,171.0,994.5,97.3,18.7,37.7,3.3,2,0.92,1390897573.0,1390930889.0
2014-01-29,41.8,38.5,40.2,37.5,90.2,0.108,100.0,37.5,0.0,0.0,22.8,10.5,117.2,992.9,99.0,11.5,23.1,1.8,1,0.95,1390983898.0,1391017387.0
2014-01-30,44.4,39.9,42.1,39.5,90.6,0.002,100.0,8.33,0.0,0.0,11.2,6.3,152.2,1002.8,96.4,8.9,68.4,6.0,3,0.0,1391070221.0,1391103885.0
2014-01-31,47.0,34.7,41.0,37.2,86.9,0.071,100.0,4.17,0.0,0.0,30.2,14.6,165.7,1006.2,77.1,7.6,42.4,3.6,2,0.02,1391156542.0,1391190383.0
2014-02-01,48.2,41.1,44.8,39.1,81.1,0.267,100.0,33.33,0.0,0.0,34.6,16.3,196.4,1000.0,75.9,12.8,53.1,4.6,3,0.05,1391242861.0,1391276881.0
2014-02-02,49.6,35.7,41.3,35.8,81.3,0.0,0.0,0.0,0.0,0.0,19.7,9.9,188.0,1012.5,22.3,14.2,82.8,7.0,4,0.08,1391329178.0,1391363380.0
2014-02-03,47.7,33.8,40.2,34.4,80.7,0.0,0.0,0.0,0.0,0.0,23.4,11.9,128.8,1008.2,27.4,11.6,95.3,8.2,4,0.12,1391415493.0,1391449879.0
2014-02-04,48.7,39.7,44.3,36.4,74.1,0.0,0.0,0.0,0.0,0.0,35.8,15.7,168.4,1004.7,75.7,16.9,53.6,4.6,2,0.15,1391501806.0,1391536378.0
2014-02-05,49.4,41.9,45.9,38.8,76.5,0.119,100.0,25.0,0.0,0.0,37.4,17.9,178.4,995.0,92.5,14.0,53.2,4.5,3,0.18,1391588118.0,1391622877.0
2014-02-06,54.0,42.3,46.0,39.9,79.8,0.046,100.0,12.5,0.0,0.0,30.8,16.1,169.7,1000.0,83.2,13.2,19.8,1.6,1,0.25,1391674428.0,1391709377.0
2014-02-07,55.9,45.5,50.2,38.3,63.7,0.001,100.0,4.17,0.0,0.0,52.0,27.6,211.7,997.1,78.8,16.1,89.5,7.8,4,0.25,1391760736.0,1391795876.0
2014-02-08,49.4,41.7,46.1,39.5,77.7,0.106,100.0,25.0,0.0,0.0,39.6,20.1,187.4,992.8,90.7,15.4,50.9,4.4,3,0.28,1391847042.0,1391882376.0
2014-02-09,48.3,40.0,43.6,35.3,72.9,0.0,0.0,0.0,0.0,0.0,43.9,18.6,200.4,996.4,87.4,16.5,86.7,7.5,4,0.32,1391933347.0,1391968875.0
2014-02-10,48.4,40.6,44.0,35.5,72.1,0.0,0.0,0.0,0.0,0.0,26.9,11.5,308.1,994.4,89.2,16.9,61.2,5.2,3,0.35,1392019650.0,1392055375.0
2014-02-11,46.4,37.3,42.4,36.5,80.0,0.021,100.0,8.33,0.0,0.0,35.5,16.0,202.7,1005.0,72.0,14.0,54.4,4.6,3,0.38,1392105952.0,1392141874.0
2014-02-12,48.2,35.6,42.3,36.5,80.3,0.03,100.0,12.5,0.0,0.0,44.4,20.5,189.3,1006.3,59.1,13.6,89.0,7.6,4,0.42,1392192252.0,1392228373.0
2014-02-13,47.2,39.1,44.0,38.4,80.9,0.252,100.0,25.0,0.0,0.0,39.9,13.8,221.4,999.2,69.9,12.5,50.3,4.3,3,0.45,1392278551.0,1392314873.0
2014-02-14,56.3,38.3,45.2,41.2,86.3,0.037,100.0,16.67,0.0,0.0,37.9,18.9,166.1,1001.4,96.6,14.6,24.1,2.0,1,0.48,1392364849.0,1392401372.0
2014-02-15,53.6,45.0,49.8,40.9,71.5,0.0,0.0,0.0,0.0,0.0,44.4,20.7,203.3,1000.5,86.6,15.3,67.3,5.8,3,0.5,1392451145.0,1392487871.0
2014-02-16,50.9,41.2,45.8,38.9,77.2,0.008,100.0,4.17,0.0,0.0,25.9,11.9,193.5,1011.6,65.4,15.7,82.0,7.2,3,0.55,1392537440.0,1392574369.0
2014-02-17,51.9,39.8,44.7,38.8,80.6,0.0,0.0,0.0,0.0,0.0,20.3,10.5,162.0,1013.0,83.4,13.4,74.3,6.4,4,0.59,1392623734.0,1392660868.0
2014-02-18,48.5,40.1,44.5,38.5,79.5,0.001,100.0,4.17,0.0,0.0,16.7,8.5,170.8,1013.2,88.4,13.4,90.6,7.8,4,0.62,1392710026.0,1392747366.0
2014-02-19,52.6,43.8,47.9,42.2,81.2,0.01,100.0,16.67,0.0,0.0,17.4,9.9,227.4,1015.4,87.5,13.8,51.8,4.5,3,0.66,1392796317.0,1392833864.0
2014-02-20,52.2,46.9,49.4,46.4,89.6,0.092,100.0,37.5,0.0,0.0,28.0,14.8,187.3,1010.1,91.7,11.2,14.8,1.1,1,0.69,1392882607.0,1392920362.0
2014-02-21,50.6,42.0,46.2,37.2,71.6,0.0,0.0,0.0,0.0,0.0,26.4,13.5,215.4,1010.1,63.9,16.7,106.2,9.1,4,0.73,1392968896.0,1393006860.0
2014-02-22,49.0,40.4,43.8,39.0,83.5,0.13,100.0,12.5,0.0,0.0,24.4,11.0,195.8,1014.8,76.0,14.4,48.5,4.3,3,0.75,1393055185.0,1393093357.0
2014-02-23,55.0,40.5,47.1,40.7,79.8,0.0,0.0,0.0,0.0,0.0,21.3,10.4,167.1,1018.6,81.1,11.3,116.5,9.9,5,0.8,1393141472.0,1393179854.0
2014-02-24,57.8,40.4,49.2,39.6,70.4,0.0,0.0,0.0,0.0,0.0,27.2,12.1,165.7,1011.8,63.0,15.9,133.5,11.5,5,0.83,1393227758.0,1393266351.0
2014-02-25,54.1,45.4,49.5,41.6,74.5,0.094,100.0,20.83,0.0,0.0,37.5,19.4,186.7,1008.4,80.9,15.6,69.4,5.8,3,0.86,1393314043.0,1393352848.0
2014-02-26,52.1,41.0,45.6,38.4,77.2,0.001,100.0,4.17,0.0,0.0,17.8,8.8,217.3,1017.0,84.2,14.1,93.7,8.1,5,0.9,1393400327.0,1393439344.0
2014-02-27,50.1,38.8,43.0,39.1,86.1,0.412,100.0,33.33,0.0,0.0,33.3,15.2,192.3,1015.0,69.4,12.4,46.4,4.0,3,0.93,1393486610.0,1393525840.0
2014-02-28,48.7,40.2,43.4,39.6,86.8,0.09,100.0,33.33,0.0,0.0,23.6,10.8,184.3,1000.7,91.4,12.5,78.2,6.7,3,0.97,1393572893.0,1393612336.0
2014-03-01,48.0,39.6,43.0,36.6,78.9,0.019,100.0,12.5,0.0,0.0,18.8,8.5,283.0,1002.6,75.0,11.1,112.2,9.6,5,0.0,1393659175.0,1393698831.0
2014-03-02,50.4,33.4,42.4,33.1,71.4,0.0,0.0,0.0,0.0,0.0,30.8,14.5,168.7,1002.2,44.2,11.5,146.4,12.7,6,0.04,1393745456.0,1393785326.0
2014-03-03,47.4,40.2,43.8,38.8,82.7,0.213,100.0,37.5,0.0,0.0,36.8,15.0,188.0,989.4,85.0,13.0,95.5,8.1,4,0.07,1393831737.0,1393871821.0
2014-03-04,52.5,39.7,44.9,36.7,74.3,0.0,0.0,0.0,0.0,0.0,15.8,7.9,267.1,1004.1,86.5,13.4,114.2,9.9,5,0.1,1393918016.0,1393958316.0
2014-03-05,54.6,39.3,46.6,36.1,68.3,0.0,0.0,0.0,0.0,0.0,14.0,5.8,15.8,1019.9,27.4,13.2,155.4,13.4,6,0.13,1394004295.0,1394044810.0
2014-03-06,57.7,38.7,47.7,33.5,60.7,0.0,0.0,0.0,0.0,0.0,13.7,6.6,117.2,1027.7,8.4,11.3,168.4,14.5,6,0.17,1394090574.0,1394131304.0
2014-03-07,60.4,38.3,49.1,35.5,61.9,0.0,0.0,0.0,0.0,0.0,14.6,6.4,168.5,1026.4,49.2,6.9,157.6,13.8,6,0.2,1394176852.0,1394217798.0
2014-03-08,64.6,41.7,52.7,38.1,59.7,0.0,0.0,0.0,0.0,0.0,19.7,9.8,103.6,1027.5,9.1,5.6,178.9,15.5,6,0.25,1394263130.0,1394304291.0
2014-03-09,70.2,43.5,55.8,36.9,51.5,0.0,0.0,0.0,0.0,0.0,15.0,8.5,133.2,1025.8,0.0,9.2,179.6,15.5,6,0.26,1394349407.0,1394390784.0
2014-03-10,68.2,46.4,56.0,40.7,58.9,0.0,0.0,0.0,0.0,0.0,27.5,14.0,356.7,1024.3,1.0,7.0,179.9,15.5,6,0.3,1394435683.0,1394477277.0
2014-03-11,60.9,46.6,52.1,43.9,74.7,0.0,0.0,0.0,0.0,0.0,24.3,14.5,1.8,1027.5,53.8,2.4,155.9,13.4,6,0.33,1394521959.0,1394563770.0
2014-03-12,64.1,45.2,53.7,38.7,59.1,0.0,0.0,0.0,0.0,0.0,15.2,8.2,37.2,1028.9,4.3,4.1,183.3,15.9,7,0.36,1394608235.0,1394650263.0
2014-03-13,66.0,44.7,54.8,39.0,57.2,0.0,0.0,0.0,0.0,0.0,11.7,5.1,5.2,1028.3,0.0,4.1,178.4,15.5,6,0.39,1394694510.0,1394736755.0
2014-03-14,67.0,45.4,55.6,42.5,64.2,0.0,0.0,0.0,0.0,0.0,18.2,8.6,331.2,1027.0,3.9,2.5,173.5,15.1,6,0.43,1394780786.0,1394823247.0
2014-03-15,58.9,44.8,51.6,41.9,71.1,0.0,0.0,0.0,0.0,0.0,26.2,12.8,297.6,1027.6,84.3,7.2,143.1,12.5,6,0.46,1394867060.0,1394909739.0
2014-03-16,64.1,44.1,54.0,43.5,69.1,0.0,0.0,0.0,0.0,0.0,20.3,10.1,280.8,1025.5,10.9,11.9,164.4,14.2,7,0.5,1394953335.0,1394996231.0
2014-03-17,51.6,45.2,48.3,43.4,83.3,0.0,0.0,0.0,0.0,0.0,16.4,8.7,294.9,1023.8,70.5,8.7,98.5,8.4,4,0.53,1395039609.0,1395082722.0
2014-03-18,55.8,44.9,50.3,42.9,76.9,0.0,0.0,0.0,0.0,0.0,26.5,12.2,260.9,1020.7,93.4,9.3,118.1,10.4,6,0.56,1395125883.0,1395169213.0
2014-03-19,61.3,46.9,52.8,42.8,69.9,0.0,0.0,0.0,0.0,0.0,21.8,9.8,229.6,1026.7,76.2,12.1,154.8,13.4,7,0.6,1395212157.0,1395255705.0
2014-03-20,68.1,42.6,55.7,41.7,62.7,0.0,0.0,0.0,0.0,0.0,32.7,15.2,182.5,1016.1,30.7,12.3,207.4,17.9,7,0.63,1395298431.0,1395342196.0
2014-03-21,57.1,48.9,52.1,40.3,65.5,0.012,100.0,4.17,0.0,0.0,33.6,16.5,225.2,1010.9,90.0,13.4,114.1,9.9,5,0.67,1395384705.0,1395428686.0
2014-03-22,55.4,43.9,48.5,36.8,65.6,0.019,100.0,16.67,0.0,0.0,32.0,15.4,223.0,1005.6,77.1,16.7,127.5,11.0,4,0.7,1395470979.0,1395515177.0
2014-03-23,52.4,38.0,43.4,35.0,73.0,0.016,100.0,16.67,0.0,0.0,34.9,14.2,258.4,1009.5,56.9,16.0,119.6,10.3,5,0.74,1395557252.0,1395601668.0
2014-03-24,51.7,36.4,43.9,32.0,65.2,0.004,100.0,4.17,0.0,0.0,14.2,6.8,235.6,1014.3,57.2,14.1,164.3,14.0,6,0.75,1395643526.0,1395688158.0
2014-03-25,45.0,41.4,43.3,37.1,79.0,0.086,100.0,33.33,0.0,0.0,24.1,10.8,134.3,1008.8,98.3,11.9,67.4,5.9,2,0.81,1395729800.0,1395774649.0
2014-03-26,52.1,38.5,44.4,32.5,64.0,0.0,0.0,0.0,0.0,0.0,23.8,10.1,357.3,1013.6,57.4,10.3,145.6,12.8,5,0.85,1395816073.0,1395861139.0
2014-03-27,53.9,36.4,45.3,31.2,60.9,0.0,0.0,0.0,0.0,0.0,19.2,8.6,105.0,1011.6,68.7,9.1,135.4,11.7,5,0.88,1395902347.0,1395947629.0
2014-03-28,60.9,39.8,50.4,30.9,49.5,0.0,0.0,0.0,0.0,0.0,22.4,11.4,108.9,1014.0,63.0,9.2,209.4,18.0,7,0.92,1395988621.0,1396034119.0
2014-03-29,68.9,45.0,56.5,35.8,48.2,0.0,0.0,0.0,0.0,0.0,24.5,14.3,115.3,1014.2,61.0,11.3,211.4,18.2,7,0.95,1396074895.0,1396120609.0
2014-03-30,65.5,49.7,58.0,39.4,50.4,0.0,0.0,0.0,0.0,0.0,16.1,7.8,139.8,1014.1,71.7,14.3,180.0,14.9,6,0.0,1396164770.0,1396210699.0
2014-03-31,64.2,50.4,58.0,44.4,61.1,0.0,0.0,0.0,0.0,0.0,17.4,9.1,177.6,1013.7,88.8,13.2,157.2,13.7,6,0.02,1396251044.0,1396297189.0
2014-04-01,70.5,49.2,59.4,45.6,62.5,0.0,0.0,0.0,0.0,0.0,14.7,8.2,124.0,1011.0,78.0,13.0,125.1,10.8,4,0.05,1396337319.0,1396383679.0
2014-04-02,67.5,50.4,59.8,45.8,61.1,0.0,0.0,0.0,0.0,0.0,18.0,8.1,114.7,1004.7,79.4,12.8,161.2,13.8,6,0.08,1396423594.0,1396470168.0
2014-04-03,64.3,53.9,60.2,47.1,61.9,0.0,0.0,0.0,0.0,0.0,25.5,10.8,162.8,1001.5,92.5,14.9,202.2,17.5,7,0.12,1396509869.0,1396556658.0
2014-04-04,58.8,53.2,55.4,47.9,75.8,0.001,100.0,4.17,0.0,0.0,16.7,8.9,309.8,1009.4,99.1,10.9,95.3,8.1,3,0.15,1396596145.0,1396643148.0
2014-04-05,67.0,45.4,56.4,44.1,66.3,0.0,0.0,0.0,0.0,0.0,19.2,8.5,217.0,1016.5,63.5,13.5,239.1,20.7,8,0.18,1396682421.0,1396729638.0
2014-04-06,64.3,55.8,60.1,52.9,77.3,0.0,0.0,0.0,0.0,0.0,19.9,10.5,201.5,1018.6,91.7,16.0,168.8,14.6,5,0.21,1396768697.0,1396816127.0
2014-04-07,72.8,54.0,61.5,53.2,76.5,0.067,100.0,12.5,0.0,0.0,36.3,15.0,179.3,1014.6,90.3,12.1,183.1,15.7,8,0.25,1396854974.0,1396902617.0
2014-04-08,59.1,46.0,52.2,39.8,63.8,0.019,100.0,12.5,0.0,0.0,36.7,14.4,261.5,1021.5,66.8,16.4,188.3,16.2,6,0.28,1396941251.0,1396989106.0
2014-04-09,61.5,42.8,51.9,38.6,62.9,0.0,0.0,0.0,0.0,0.0,13.1,5.6,298.5,1027.3,45.4,13.3,239.8,20.6,8,0.31,1397027529.0,1397075596.0
2014-04-10,68.4,45.1,56.3,40.1,56.8,0.0,0.0,0.0,0.0,0.0,15.8,7.8,31.6,1022.3,22.8,12.6,261.6,22.7,8,0.34,1397113807.0,1397162086.0
2014-04-11,64.4,47.5,55.8,43.5,64.9,0.0,0.0,0.0,0.0,0.0,24.6,11.5,358.3,1018.9,36.8,8.6,224.6,19.3,7,0.37,1397200086.0,1397248575.0
2014-04-12,63.7,45.6,55.1,41.2,61.4,0.0,0.0,0.0,0.0,0.0,18.5,8.7,336.4,1019.8,75.1,8.7,244.9,21.1,8,0.41,1397286365.0,1397335065.0
2014-04-13,58.8,46.8,53.4,42.8,67.8,0.0,0.0,0.0,0.0,0.0,20.7,11.1,301.3,1022.7,87.3,13.9,243.0,21.0,8,0.44,1397372645.0,1397421554.0
2014-04-14,61.4,45.4,53.0,38.6,60.4,0.0,0.0,0.0,0.0,0.0,26.4,12.6,330.4,1023.4,25.6,13.5,257.8,22.4,8,0.47,1397458926.0,1397508044.0
2014-04-15,58.0,41.3,50.0,34.0,55.8,0.0,0.0,0.0,0.0,0.0,24.2,11.0,31.4,1027.4,16.9,15.3,278.6,24.2,8,0.5,1397545207.0,1397594533.0
2014-04-16,61.7,42.1,51.9,32.2,48.9,0.0,0.0,0.0,0.0,0.0,21.3,10.5,70.5,1027.0,11.6,13.9,280.6,24.4,8,0.54,1397631489.0,1397681023.0
2014-04-17,69.5,42.8,56.7,31.8,40.7,0.0,0.0,0.0,0.0,0.0,18.8,7.0,129.8,1021.5,34.3,15.1,277.5,24.0,8,0.58,1397717772.0,1397767512.0
2014-04-18,59.3,47.9,54.3,36.9,52.7,0.0,0.0,0.0,0.0,0.0,28.0,14.5,352.0,1016.6,74.4,14.0,255.7,22.1,8,0.61,1397804056.0,1397854001.0
2014-04-19,57.6,41.1,49.1,36.3,62.5,0.0,0.0,0.0,0.0,0.0,24.0,11.7,17.3,1014.1,64.0,13.7,191.2,16.5,6,0.65,1397890340.0,1397940491.0
2014-04-20,64.6,49.0,55.2,38.1,54.3,0.0,0.0,0.0,0.0,0.0,21.1,8.3,140.6,1004.6,88.9,13.7,214.3,18.6,8,0.68,1397976626.0,1398026980.0
2014-04-21,60.1,51.3,55.4,42.4,62.0,0.002,100.0,8.33,0.0,0.0,12.1,6.9,238.9,1005.2,95.7,15.4,109.9,9.6,4,0.72,1398062912.0,1398113469.0
2014-04-22,67.7,51.9,56.6,47.3,72.7,0.158,100.0,20.83,0.0,0.0,38.4,14.3,189.3,1010.5,90.1,12.5,226.6,19.5,7,0.75,1398149199.0,1398199958.0
2014-04-23,67.8,48.0,57.7,47.9,73.3,0.001,100.0,4.17,0.0,0.0,15.9,7.0,195.5,1018.3,80.5,10.0,224.9,19.5,7,0.79,1398235487.0,1398286447.0
2014-04-24,67.1,53.6,59.9,49.0,67.9,0.009,100.0,8.33,0.0,0.0,17.7,9.4,17.2,1017.5,94.1,10.8,176.4,15.0,5,0.83,1398321776.0,1398372936.0
2014-04-25,58.7,55.1,56.9,52.0,84.0,0.356,100.0,50.0,0.0,0.0,24.9,11.2,252.8,1011.1,96.1,8.0,153.9,13.2,5,0.86,1398408067.0,1398459425.0
2014-04-26,55.3,46.7,50.6,47.7,89.7,0.193,100.0,41.67,0.0,0.0,21.9,10.9,167.5,1011.2,80.4,10.7,88.5,7.7,2,0.9,1398494358.0,1398545914.0
2014-04-27,59.4,44.6,50.9,45.9,83.7,0.071,100.0,37.5,0.0,0.0,28.3,13.1,174.4,1006.0,77.7,14.2,203.4,17.7,6,0.93,1398580650.0,1398632402.0
2014-04-28,60.0,46.8,52.7,46.3,79.9,0.007,100.0,25.0,0.0,0.0,15.6,7.1,158.8,1009.5,91.9,14.4,194.2,16.8,6,0.97,1398666944.0,1398718890.0
2014-04-29,57.8,44.3,51.4,47.0,85.4,0.256,100.0,20.83,0.0,0.0,16.4,8.8,155.4,1012.4,70.3,9.2,175.1,15.1,7,0.0,1398753239.0,1398805378.0
2014-04-30,63.0,49.2,56.4,49.2,78.3,0.253,100.0,33.33,0.0,0.0,17.7,9.7,317.1,1012.1,76.8,7.9,241.1,20.7,8,0.04,1398839535.0,1398891866.0
2014-05-01,60.2,48.8,54.8,50.6,85.8,0.483,100.0,45.83,0.0,0.0,23.5,8.7,220.4,1011.9,84.1,9.0,113.4,9.8,4,0.07,1398925832.0,1398978354.0
2014-05-02,59.9,50.1,54.0,48.5,82.3,0.276,100.0,37.5,0.0,0.0,30.5,17.5,336.7,1017.2,92.1,9.4,182.0,15.6,5,0.1,1399012131.0,1399064841.0
2014-05-03,58.9,43.1,51.5,36.9,59.6,0.001,100.0,4.17,0.0,0.0,28.0,15.6,6.7,1024.8,41.9,14.8,317.1,27.3,9,0.13,1399098431.0,1399151328.0
2014-05-04,63.7,42.3,53.5,36.9,55.8,0.0,0.0,0.0,0.0,0.0,17.0,7.9,18.6,1023.1,43.1,12.4,310.0,26.8,9,0.17,1399184732.0,1399237815.0
2014-05-05,72.8,46.3,59.7,41.0,52.5,0.0,0.0,0.0,0.0,0.0,21.9,8.8,123.5,1015.1,66.3,12.9,319.3,27.5,9,0.2,1399271035.0,1399324301.0
2014-05-06,69.1,55.5,61.3,50.1,67.2,0.111,100.0,33.33,0.0,0.0,35.0,16.1,205.7,1010.1,89.3,14.5,222.3,19.2,7,0.23,1399357339.0,1399410787.0
2014-05-07,62.1,52.7,57.2,49.4,75.7,0.08,100.0,37.5,0.0,0.0,30.1,11.9,235.7,1014.6,89.9,14.4,242.3,21.0,7,0.25,1399443645.0,1399497273.0
2014-05-08,58.8,51.9,55.4,48.7,78.4,0.102,100.0,25.0,0.0,0.0,27.7,13.6,218.0,1016.1,95.8,13.9,203.4,17.5,6,0.29,1399529953.0,1399583758.0
2014-05-09,66.0,56.2,60.2,49.6,69.8,0.006,100.0,4.17,0.0,0.0,26.9,14.8,249.2,1016.7,86.4,14.7,286.2,24.6,8,0.33,1399616262.0,1399670242.0
2014-05-10,63.5,52.8,56.5,50.9,81.7,0.164,100.0,37.5,0.0,0.0,33.8,13.3,213.2,1013.3,95.7,13.1,108.1,9.5,4,0.36,1399702572.0,1399756726.0
2014-05-11,57.9,48.2,53.4,44.2,71.5,0.107,100.0,41.67,0.0,0.0,38.0,16.4,240.1,1011.0,65.0,14.7,233.9,20.0,7,0.39,1399788885.0,1399843210.0
2014-05-12,56.2,46.3,51.2,43.5,75.2,0.069,100.0,16.67,0.0,0.0,32.5,12.0,236.8,1014.6,72.5,15.3,145.3,12.2,4,0.42,1399875199.0,1399929693.0
2014-05-13,58.3,45.3,51.3,43.7,75.9,0.065,100.0,20.83,0.0,0.0,34.3,11.4,280.3,1019.8,72.1,14.7,213.7,18.5,7,0.46,1399961515.0,1400016175.0
2014-05-14,64.9,45.2,54.8,43.7,69.3,0.0,0.0,0.0,0.0,0.0,28.3,13.1,316.4,1029.8,39.5,12.8,262.2,22.7,7,0.5,1400047833.0,1400102656.0
2014-05-15,62.2,46.0,54.8,39.7,58.0,0.0,0.0,0.0,0.0,0.0,24.8,12.4,16.8,1034.4,8.7,15.0,339.6,29.4,9,0.52,1400134152.0,1400189137.0
2014-05-16,67.8,46.6,57.6,42.4,58.2,0.0,0.0,0.0,0.0,0.0,26.0,13.1,27.5,1030.3,14.8,13.4,336.8,29.3,9,0.56,1400220474.0,1400275616.0
2014-05-17,71.7,50.4,61.8,44.7,54.8,0.0,0.0,0.0,0.0,0.0,22.3,10.2,17.0,1022.6,14.7,12.9,329.5,28.2,9,0.59,1400306797.0,1400362095.0
2014-05-18,75.6,53.2,65.4,47.4,53.9,0.0,0.0,0.0,0.0,0.0,18.5,7.7,84.3,1013.6,12.2,13.1,331.1,28.4,9,0.63,1400393123.0,1400448573.0
